Content ID,Title,Type,Country,Original Language,Release Year,Rating,Genre,Runtime (min),Seasons,Episodes,Studio,Production Company,Acquisition Type,License Expiration,Audience Score,Critic Score,Viewing Hours,Completion Rate,Cost (USD),Region Availability,Keywords,Awards,Featured Collection,Date Added,Description
CNT-007282,Romance Legacy 7282,Movie,United States,English,2001,TV-14,Romance,172,,,A24,Global Media,Exclusive,2026-12-25,81,60,15501924,85,14947889,Global,"mystery, survival, space",Emmy Winner,Award Winners,2025-08-08,A romance movie produced in United States.
CNT-007283,Comedy Legacy 7283,Movie,India,Hindi,2021,TV-G,Comedy,173,,,A24,Sunrise,Exclusive,2029-10-24,97,71,17238148,46,264895,APAC,"crime, sports, space",Festival Selection,Family Picks,2025-03-18,A comedy movie produced in India.
CNT-007284,Documentary Legacy 7284,Movie,United States,English,2005,PG-13,Documentary,75,,,Toei,Red Oak,Licensed,2029-01-19,56,50,9556676,73,5673223,Europe,"love, space, crime",Emmy Winner,New Releases,2025-04-10,A documentary movie produced in United States.
CNT-007285,Romance Chronicles 7285,TV Show,United States,English,2013,G,Romance,28,8,96,CJ ENM,Red Oak,Original,2027-10-30,61,98,14811715,75,2809903,LATAM,"space, history, friendship",BAFTA,,2024-01-12,A romance tv show produced in United States.
CNT-007286,Reality Legacy 7286,Movie,United States,English,2015,G,Reality,89,,,Canal+,Sunrise,Licensed,2030-08-10,64,94,13172417,82,6090291,APAC,"space, friendship, survival",None,,2026-01-29,A reality movie produced in United States.
CNT-007287,Comedy Legacy 7287,Movie,United States,English,2016,G,Comedy,84,,,CJ ENM,Red Oak,Original,2025-03-13,72,50,17165348,67,8135587,North America,"sports, family, friendship",Festival Selection,Hidden Gems,2023-01-21,A comedy movie produced in United States.
CNT-007288,Drama Legacy 7288,Movie,United States,English,2006,PG-13,Drama,143,,,Netflix Studios,Blue Sky,Licensed,2028-06-04,85,96,4515572,47,3307553,APAC,"family, sports, love",Festival Selection,Award Winners,2026-01-17,A drama movie produced in United States.
CNT-007289,Romance Legacy 7289,Movie,Japan,Japanese,1992,TV-PG,Romance,118,,,CJ ENM,VisionWorks,Licensed,2024-07-02,65,55,9434863,69,4963356,Europe,"family, friendship, love",Emmy Winner,New Releases,2023-02-12,A romance movie produced in Japan.
CNT-007290,Romance Legacy 7290,Movie,Nigeria,English,2010,TV-G,Romance,131,,,Canal+,Sunrise,Licensed,2028-04-27,58,50,16206508,51,749592,Europe,"sports, space, family",Festival Selection,,2026-01-30,A romance movie produced in Nigeria.
CNT-007291,Sci-Fi Legacy 7291,Movie,United States,English,2001,TV-PG,Sci-Fi,166,,,Sony,Blue Sky,Licensed,2027-05-07,84,91,3265664,95,5104995,APAC,"survival, family, love",None,New Releases,2023-09-10,A sci-fi movie produced in United States.
CNT-007292,Family Legacy 7292,Movie,United States,English,1990,TV-PG,Family,113,,,BBC,North Star,Licensed,2029-11-29,96,91,17560677,49,13027307,APAC,"crime, sports, friendship",Oscar Winner,Hidden Gems,2026-01-22,A family movie produced in United States.
CNT-007293,Drama Chronicles 7293,TV Show,Japan,Japanese,1993,TV-14,Drama,48,8,48,Canal+,VisionWorks,Exclusive,2024-12-31,66,98,8117437,85,12239950,Global,"family, love, survival",Festival Selection,,2023-07-03,A drama tv show produced in Japan.
CNT-007294,Drama Chronicles 7294,TV Show,United States,English,2017,TV-G,Drama,24,3,36,Disney,Global Media,Original,2027-08-09,82,73,19492522,54,13551973,Global,"sports, family, survival",Oscar Winner,Award Winners,2025-02-07,A drama tv show produced in United States.
CNT-007295,Drama Legacy 7295,Movie,Japan,Japanese,2008,R,Drama,121,,,CJ ENM,Sunrise,Original,2027-11-02,63,45,12267524,77,11377910,Europe,"sports, love, friendship",BAFTA,Family Picks,2025-12-17,A drama movie produced in Japan.
CNT-007296,Action Chronicles 7296,TV Show,Spain,Spanish,1997,TV-G,Action,29,8,88,Warner,Blue Sky,Original,2029-12-07,80,58,12737491,75,5036617,Global,"love, friendship, sports",Oscar Winner,Hidden Gems,2025-07-03,A action tv show produced in Spain.
CNT-007297,Family Chronicles 7297,TV Show,United States,English,2023,TV-MA,Family,48,1,9,Netflix Studios,Global Media,Licensed,2028-05-25,74,58,7456137,63,497159,LATAM,"history, space, friendship",Oscar Winner,Hidden Gems,2024-07-03,A family tv show produced in United States.
CNT-007298,Action Chronicles 7298,TV Show,Brazil,Portuguese,1995,PG,Action,44,5,30,TV Tokyo,Sunrise,Original,2028-11-25,82,60,17934913,83,9881198,North America,"survival, crime, family",None,Trending Now,2024-07-06,A action tv show produced in Brazil.
CNT-007299,Action Chronicles 7299,TV Show,United States,English,2015,G,Action,25,7,77,Warner,VisionWorks,Exclusive,2028-08-26,60,60,6984653,53,644620,LATAM,"family, survival, mystery",Emmy Winner,Trending Now,2026-05-07,A action tv show produced in United States.
CNT-007300,Drama Chronicles 7300,TV Show,United States,English,2004,TV-PG,Drama,22,1,7,Disney,Red Oak,Original,2027-10-10,76,61,8168374,95,14487821,North America,"crime, history, friendship",Festival Selection,New Releases,2026-05-28,A drama tv show produced in United States.
CNT-007301,Crime Legacy 7301,Movie,United States,English,1994,TV-PG,Crime,174,,,A24,Global Media,Licensed,2030-03-13,60,92,6280592,76,7332113,APAC,"history, space, love",Emmy Winner,New Releases,2025-06-06,A crime movie produced in United States.
CNT-007302,Drama Chronicles 7302,TV Show,South Korea,Korean,1999,PG-13,Drama,24,8,88,Netflix Studios,VisionWorks,Licensed,2027-06-15,82,72,837547,50,5280610,Global,"crime, friendship, survival",Emmy Winner,Hidden Gems,2023-12-05,A drama tv show produced in South Korea.
CNT-007303,Horror Legacy 7303,Movie,Nigeria,English,1997,TV-MA,Horror,118,,,Canal+,VisionWorks,Exclusive,2027-10-17,91,91,19254651,48,12627394,Global,"friendship, survival, sports",Emmy Winner,New Releases,2023-09-16,A horror movie produced in Nigeria.
CNT-007304,Romance Chronicles 7304,TV Show,United States,English,1999,R,Romance,31,3,33,Canal+,VisionWorks,Original,2025-05-04,89,65,4180170,59,4227555,APAC,"survival, mystery, space",Festival Selection,New Releases,2024-03-11,A romance tv show produced in United States.
CNT-007305,Reality Chronicles 7305,TV Show,United Kingdom,English,1999,TV-14,Reality,27,7,56,Disney,Sunrise,Original,2025-06-25,80,93,5815816,53,8929039,APAC,"sports, friendship, crime",Emmy Winner,Hidden Gems,2024-03-12,A reality tv show produced in United Kingdom.
CNT-007306,Sci-Fi Legacy 7306,Movie,India,Hindi,2005,TV-MA,Sci-Fi,147,,,CJ ENM,Blue Sky,Licensed,2027-06-06,62,58,3357335,82,14655259,North America,"crime, survival, sports",Oscar Winner,Award Winners,2024-06-22,A sci-fi movie produced in India.
CNT-007307,Comedy Chronicles 7307,TV Show,France,French,2010,TV-14,Comedy,24,8,88,CJ ENM,Sunrise,Exclusive,2027-12-20,98,57,12454175,78,9552984,Global,"sports, history, love",None,Family Picks,2024-05-15,A comedy tv show produced in France.
CNT-007308,Fantasy Legacy 7308,Movie,United States,English,2024,R,Fantasy,89,,,Sony,North Star,Exclusive,2028-05-17,59,96,9126149,46,839456,Global,"mystery, survival, love",Oscar Winner,New Releases,2024-02-02,A fantasy movie produced in United States.
CNT-007309,Animation Chronicles 7309,TV Show,South Korea,Korean,2005,TV-MA,Animation,53,1,7,CJ ENM,VisionWorks,Licensed,2024-10-11,89,63,17930010,92,3286041,Europe,"history, sports, family",Festival Selection,Hidden Gems,2023-05-12,A animation tv show produced in South Korea.
CNT-007310,Sci-Fi Chronicles 7310,TV Show,United Kingdom,English,2021,PG,Sci-Fi,30,3,21,Sony,Global Media,Original,2026-08-08,86,66,7429443,59,12746492,LATAM,"family, mystery, crime",Festival Selection,Family Picks,2025-08-02,A sci-fi tv show produced in United Kingdom.
CNT-007311,Drama Chronicles 7311,TV Show,India,Hindi,2021,PG,Drama,52,1,11,Sony,North Star,Exclusive,2027-04-07,84,64,12416355,81,430829,APAC,"crime, mystery, friendship",Oscar Winner,,2024-12-14,A drama tv show produced in India.
CNT-007312,Documentary Chronicles 7312,TV Show,United States,English,2019,G,Documentary,27,2,20,Disney,Blue Sky,Exclusive,2028-03-26,90,71,18873800,94,6556595,North America,"crime, family, survival",BAFTA,Award Winners,2023-04-22,A documentary tv show produced in United States.
CNT-007313,Family Legacy 7313,Movie,United States,English,2016,G,Family,125,,,Warner,VisionWorks,Licensed,2028-07-20,59,90,18555864,82,12244779,North America,"friendship, history, space",BAFTA,Award Winners,2026-06-10,A family movie produced in United States.
CNT-007314,Drama Legacy 7314,Movie,Spain,Spanish,2004,PG-13,Drama,109,,,Warner,Global Media,Licensed,2027-08-28,99,51,9315032,56,8983002,Europe,"friendship, mystery, space",None,New Releases,2024-10-06,A drama movie produced in Spain.
CNT-007315,Animation Chronicles 7315,TV Show,Japan,Japanese,2001,TV-MA,Animation,43,8,96,Warner,Blue Sky,Original,2029-12-09,77,73,9816086,84,11169814,North America,"history, space, sports",BAFTA,Award Winners,2025-02-09,A animation tv show produced in Japan.
CNT-007316,Romance Chronicles 7316,TV Show,United States,English,1993,TV-G,Romance,54,5,35,Disney,Sunrise,Licensed,2028-09-16,57,49,4100624,51,9209610,North America,"love, friendship, mystery",BAFTA,,2024-03-16,A romance tv show produced in United States.
CNT-007317,Comedy Chronicles 7317,TV Show,United States,English,2011,TV-G,Comedy,56,7,42,Sony,VisionWorks,Original,2027-05-03,97,49,19788398,90,12413273,LATAM,"crime, space, sports",Oscar Winner,Trending Now,2025-01-02,A comedy tv show produced in United States.
CNT-007318,Thriller Chronicles 7318,TV Show,United States,English,1995,R,Thriller,39,4,36,Toei,Red Oak,Original,2028-09-10,55,89,2877721,55,8650178,APAC,"space, love, mystery",Emmy Winner,Family Picks,2024-09-30,A thriller tv show produced in United States.
CNT-007319,Drama Chronicles 7319,TV Show,Canada,English,2018,TV-14,Drama,32,4,44,Disney,Red Oak,Licensed,2028-05-11,94,95,16869969,85,13063410,Global,"family, love, history",BAFTA,New Releases,2025-11-22,A drama tv show produced in Canada.
CNT-007320,Thriller Legacy 7320,Movie,United States,English,1990,TV-G,Thriller,177,,,A24,Sunrise,Exclusive,2025-02-03,93,80,9907854,55,2826865,Global,"love, history, mystery",Emmy Winner,Family Picks,2024-01-05,A thriller movie produced in United States.
CNT-007321,Drama Chronicles 7321,TV Show,United States,English,2019,R,Drama,51,8,56,BBC,North Star,Exclusive,2028-08-20,97,77,19486653,67,7790954,Global,"crime, survival, sports",Oscar Winner,Trending Now,2026-07-09,A drama tv show produced in United States.
CNT-007322,Romance Chronicles 7322,TV Show,United States,English,1994,R,Romance,53,7,49,Netflix Studios,Red Oak,Exclusive,2026-11-06,81,74,16565146,91,4216144,APAC,"mystery, survival, space",BAFTA,Family Picks,2025-06-11,A romance tv show produced in United States.
CNT-007323,Crime Chronicles 7323,TV Show,Japan,Japanese,2019,G,Crime,39,5,50,Toei,Red Oak,Original,2028-01-09,72,70,8226832,98,7362236,APAC,"mystery, sports, space",None,Hidden Gems,2023-12-06,A crime tv show produced in Japan.
CNT-007324,Documentary Chronicles 7324,TV Show,United States,English,2004,TV-MA,Documentary,50,6,54,Netflix Studios,VisionWorks,Exclusive,2028-12-23,74,78,346981,64,14784116,APAC,"family, survival, space",Emmy Winner,New Releases,2025-06-29,A documentary tv show produced in United States.
CNT-007325,Drama Legacy 7325,Movie,Spain,Spanish,2018,TV-14,Drama,116,,,Canal+,Red Oak,Exclusive,2027-05-09,97,80,12595985,47,5995928,Global,"survival, space, family",Emmy Winner,Trending Now,2025-08-10,A drama movie produced in Spain.
CNT-007326,Crime Legacy 7326,Movie,Canada,English,2002,TV-G,Crime,114,,,Toei,North Star,Original,2028-06-24,72,85,8046664,57,1996825,North America,"survival, love, space",None,Award Winners,2025-09-03,A crime movie produced in Canada.
CNT-007327,Drama Chronicles 7327,TV Show,United States,English,1998,PG-13,Drama,34,8,72,Sony,North Star,Licensed,2028-09-18,86,67,19946364,58,11219126,North America,"love, crime, friendship",None,New Releases,2023-10-21,A drama tv show produced in United States.
CNT-007328,Action Chronicles 7328,TV Show,United States,English,2014,G,Action,40,2,16,Toei,Global Media,Original,2025-03-14,99,81,6083165,56,1232089,APAC,"space, love, survival",Festival Selection,,2023-05-07,A action tv show produced in United States.
CNT-007329,Drama Legacy 7329,Movie,United States,English,1993,PG,Drama,97,,,A24,Blue Sky,Exclusive,2025-10-14,94,51,2119382,53,8815848,LATAM,"crime, family, space",Emmy Winner,Trending Now,2023-02-11,A drama movie produced in United States.
CNT-007330,Fantasy Chronicles 7330,TV Show,Japan,Japanese,1991,TV-MA,Fantasy,37,1,11,Netflix Studios,VisionWorks,Exclusive,2028-10-25,59,96,18784371,54,14769173,North America,"mystery, space, love",Oscar Winner,Hidden Gems,2025-02-12,A fantasy tv show produced in Japan.
CNT-007331,Action Chronicles 7331,TV Show,India,Hindi,1990,R,Action,53,1,11,TV Tokyo,Red Oak,Exclusive,2029-01-12,74,95,7160308,56,378523,Europe,"space, sports, friendship",Emmy Winner,New Releases,2024-06-30,A action tv show produced in India.
CNT-007332,Drama Legacy 7332,Movie,France,French,2009,R,Drama,179,,,CJ ENM,Blue Sky,Licensed,2027-01-05,94,70,17822609,74,14189856,Global,"space, friendship, sports",BAFTA,,2025-08-23,A drama movie produced in France.
CNT-007333,Fantasy Legacy 7333,Movie,United States,English,2000,TV-PG,Fantasy,178,,,Toei,Sunrise,Licensed,2029-10-18,92,55,6646099,48,4677804,LATAM,"sports, survival, crime",None,Trending Now,2025-11-07,A fantasy movie produced in United States.
CNT-007334,Comedy Legacy 7334,Movie,United Kingdom,English,2004,TV-14,Comedy,79,,,Canal+,Blue Sky,Exclusive,2029-02-05,92,84,3336010,71,11289895,Europe,"mystery, friendship, love",Emmy Winner,New Releases,2024-12-03,A comedy movie produced in United Kingdom.
CNT-007335,Horror Chronicles 7335,TV Show,France,French,2005,TV-14,Horror,55,7,63,Sony,Red Oak,Licensed,2027-06-13,99,89,8830039,90,9702037,LATAM,"survival, sports, family",Oscar Winner,Hidden Gems,2024-09-14,A horror tv show produced in France.
CNT-007336,Thriller Legacy 7336,Movie,United States,English,2017,TV-14,Thriller,122,,,Warner,North Star,Original,2028-06-06,66,87,19893942,78,664692,LATAM,"sports, space, history",None,New Releases,2024-05-19,A thriller movie produced in United States.
CNT-007337,Fantasy Legacy 7337,Movie,France,French,2007,TV-PG,Fantasy,127,,,Disney,Sunrise,Licensed,2028-01-07,94,50,2706091,66,4670842,North America,"sports, friendship, love",Oscar Winner,New Releases,2023-10-28,A fantasy movie produced in France.
CNT-007338,Horror Legacy 7338,Movie,Spain,Spanish,2018,G,Horror,128,,,CJ ENM,Red Oak,Exclusive,2028-02-24,65,83,5186393,49,14550359,North America,"love, sports, crime",Festival Selection,Award Winners,2025-08-29,A horror movie produced in Spain.
CNT-007339,Action Chronicles 7339,TV Show,United States,English,1996,TV-G,Action,44,2,16,CJ ENM,Red Oak,Exclusive,2028-06-16,84,61,3263034,54,9061724,LATAM,"history, mystery, crime",Festival Selection,Award Winners,2024-10-03,A action tv show produced in United States.
CNT-007340,Horror Legacy 7340,Movie,Japan,Japanese,2019,TV-MA,Horror,88,,,Warner,Global Media,Original,2027-01-14,65,93,13575104,61,5463268,Global,"space, family, crime",Emmy Winner,,2024-01-21,A horror movie produced in Japan.
CNT-007341,Animation Chronicles 7341,TV Show,Spain,Spanish,1997,TV-MA,Animation,36,7,84,TV Tokyo,North Star,Licensed,2027-05-06,84,60,7072042,46,11184933,North America,"survival, history, space",Oscar Winner,Trending Now,2025-09-25,A animation tv show produced in Spain.
CNT-007342,Documentary Legacy 7342,Movie,United States,English,2011,G,Documentary,160,,,Warner,Blue Sky,Licensed,2028-03-20,74,70,18063813,45,6784999,LATAM,"family, friendship, survival",Emmy Winner,New Releases,2024-09-11,A documentary movie produced in United States.
CNT-007343,Family Chronicles 7343,TV Show,United Kingdom,English,1997,TV-G,Family,41,8,56,CJ ENM,Red Oak,Exclusive,2025-04-30,76,79,415625,73,7283803,Global,"space, sports, survival",None,Family Picks,2023-05-30,A family tv show produced in United Kingdom.
CNT-007344,Romance Legacy 7344,Movie,United Kingdom,English,2015,TV-14,Romance,107,,,CJ ENM,VisionWorks,Original,2026-11-08,81,49,3323751,83,5135909,APAC,"space, sports, crime",Festival Selection,Family Picks,2024-11-08,A romance movie produced in United Kingdom.
CNT-007345,Animation Chronicles 7345,TV Show,Nigeria,English,2011,TV-14,Animation,55,5,50,Sony,Red Oak,Original,2025-10-02,94,57,18405173,54,4096273,LATAM,"space, love, family",None,Hidden Gems,2024-05-19,A animation tv show produced in Nigeria.
CNT-007346,Drama Chronicles 7346,TV Show,Japan,Japanese,2002,TV-MA,Drama,36,8,80,Disney,VisionWorks,Licensed,2029-08-08,96,56,5276333,97,7153126,North America,"sports, love, history",Oscar Winner,Trending Now,2025-09-22,A drama tv show produced in Japan.
CNT-007347,Comedy Chronicles 7347,TV Show,United States,English,1996,TV-MA,Comedy,44,5,30,Netflix Studios,Red Oak,Licensed,2027-04-19,96,75,12065903,61,10641640,APAC,"love, crime, family",Emmy Winner,Award Winners,2026-03-09,A comedy tv show produced in United States.
CNT-007348,Drama Chronicles 7348,TV Show,United States,English,2017,PG-13,Drama,27,4,32,Canal+,North Star,Licensed,2026-02-22,77,80,17948209,61,12726832,Global,"history, family, love",Emmy Winner,Family Picks,2024-11-01,A drama tv show produced in United States.
CNT-007349,Action Chronicles 7349,TV Show,United States,English,2012,TV-PG,Action,56,1,12,Netflix Studios,Blue Sky,Exclusive,2027-03-08,62,86,10158598,76,9773242,North America,"love, sports, family",None,,2025-10-10,A action tv show produced in United States.
CNT-007350,Action Legacy 7350,Movie,United Kingdom,English,2008,TV-14,Action,134,,,Warner,North Star,Licensed,2027-09-21,75,53,2512915,86,13479647,Global,"friendship, survival, crime",Oscar Winner,New Releases,2024-01-09,A action movie produced in United Kingdom.
CNT-007351,Action Legacy 7351,Movie,South Korea,Korean,2017,G,Action,117,,,Toei,VisionWorks,Original,2028-01-12,98,85,11454829,82,13304259,Europe,"friendship, survival, space",BAFTA,,2023-04-05,A action movie produced in South Korea.
CNT-007352,Romance Chronicles 7352,TV Show,France,French,2001,G,Romance,30,8,96,Sony,VisionWorks,Licensed,2028-03-03,62,68,8191896,52,11201781,LATAM,"space, sports, love",BAFTA,New Releases,2025-05-15,A romance tv show produced in France.
CNT-007353,Romance Legacy 7353,Movie,Canada,English,2000,TV-MA,Romance,106,,,CJ ENM,Sunrise,Original,2028-10-12,98,48,4699118,72,7051060,Europe,"sports, crime, survival",None,Family Picks,2026-03-04,A romance movie produced in Canada.
CNT-007354,Comedy Chronicles 7354,TV Show,Mexico,Spanish,2006,TV-G,Comedy,54,5,35,Warner,Global Media,Exclusive,2027-10-01,82,67,3298867,86,12328412,Europe,"family, space, love",Emmy Winner,New Releases,2026-07-14,A comedy tv show produced in Mexico.
CNT-007355,Romance Legacy 7355,Movie,United Kingdom,English,2003,R,Romance,123,,,Toei,Blue Sky,Original,2026-08-12,64,79,10860994,48,4282566,LATAM,"survival, love, friendship",Festival Selection,Family Picks,2023-11-19,A romance movie produced in United Kingdom.
CNT-007356,Horror Chronicles 7356,TV Show,United Kingdom,English,2024,PG-13,Horror,38,6,48,Toei,Blue Sky,Licensed,2028-10-14,68,49,16406929,91,1787191,Global,"history, family, love",Emmy Winner,,2026-04-09,A horror tv show produced in United Kingdom.
CNT-007357,Drama Legacy 7357,Movie,Brazil,Portuguese,2004,TV-PG,Drama,126,,,Sony,Global Media,Exclusive,2027-07-04,87,53,8016070,58,14859874,Europe,"mystery, family, space",None,Award Winners,2023-04-12,A drama movie produced in Brazil.
CNT-007358,Comedy Legacy 7358,Movie,Spain,Spanish,2010,PG,Comedy,75,,,Netflix Studios,Global Media,Original,2026-11-24,61,57,19065655,85,10537196,LATAM,"crime, history, love",Festival Selection,Hidden Gems,2024-07-17,A comedy movie produced in Spain.
CNT-007359,Thriller Legacy 7359,Movie,Mexico,Spanish,2011,TV-G,Thriller,119,,,Canal+,Red Oak,Original,2028-05-28,60,89,18011396,73,3505654,North America,"sports, survival, mystery",BAFTA,Hidden Gems,2025-10-04,A thriller movie produced in Mexico.
CNT-007360,Crime Legacy 7360,Movie,Japan,Japanese,1997,PG,Crime,99,,,CJ ENM,Sunrise,Original,2025-10-25,85,52,7592588,61,3329255,Global,"crime, survival, sports",None,Award Winners,2023-10-16,A crime movie produced in Japan.
CNT-007361,Comedy Legacy 7361,Movie,Japan,Japanese,2006,TV-MA,Comedy,99,,,TV Tokyo,VisionWorks,Licensed,2027-12-24,81,45,16476925,96,11926601,APAC,"mystery, space, sports",Festival Selection,Hidden Gems,2025-06-17,A comedy movie produced in Japan.
CNT-007362,Family Chronicles 7362,TV Show,United States,English,2018,PG-13,Family,23,8,88,Netflix Studios,Global Media,Exclusive,2028-10-18,77,87,14862349,73,3430055,APAC,"family, sports, mystery",Oscar Winner,Award Winners,2024-08-20,A family tv show produced in United States.
CNT-007363,Animation Legacy 7363,Movie,Mexico,Spanish,2003,TV-PG,Animation,142,,,Disney,VisionWorks,Exclusive,2027-03-31,76,98,2055090,83,5982132,Global,"crime, family, sports",Oscar Winner,Award Winners,2025-04-25,A animation movie produced in Mexico.
CNT-007364,Documentary Legacy 7364,Movie,United States,English,2015,R,Documentary,178,,,TV Tokyo,Blue Sky,Licensed,2029-11-23,84,81,17577950,81,3548846,Europe,"family, sports, space",BAFTA,,2026-06-07,A documentary movie produced in United States.
CNT-007365,Action Legacy 7365,Movie,Canada,English,2018,TV-G,Action,77,,,TV Tokyo,Sunrise,Exclusive,2028-06-20,94,46,2554778,49,9854125,LATAM,"space, mystery, sports",Festival Selection,New Releases,2023-08-19,A action movie produced in Canada.
CNT-007366,Romance Legacy 7366,Movie,United Kingdom,English,2015,TV-14,Romance,126,,,A24,Sunrise,Original,2025-11-05,82,66,858532,52,5943514,LATAM,"mystery, crime, love",BAFTA,Award Winners,2023-10-29,A romance movie produced in United Kingdom.
CNT-007367,Crime Chronicles 7367,TV Show,United States,English,1998,TV-PG,Crime,27,2,16,CJ ENM,Global Media,Exclusive,2030-11-15,98,95,16303466,51,5529433,LATAM,"love, crime, history",Festival Selection,Trending Now,2025-12-04,A crime tv show produced in United States.
CNT-007368,Comedy Legacy 7368,Movie,United States,English,2010,R,Comedy,132,,,Sony,Red Oak,Exclusive,2027-12-16,89,73,9788018,45,12666927,APAC,"love, space, family",Festival Selection,New Releases,2024-04-30,A comedy movie produced in United States.
CNT-007369,Documentary Legacy 7369,Movie,United States,English,2022,TV-PG,Documentary,84,,,BBC,VisionWorks,Original,2030-02-20,99,57,10160641,97,4852476,Global,"friendship, mystery, sports",Oscar Winner,Hidden Gems,2026-02-04,A documentary movie produced in United States.
CNT-007370,Drama Legacy 7370,Movie,United States,English,2016,TV-14,Drama,138,,,Disney,Red Oak,Exclusive,2028-07-25,80,80,10285440,56,14041698,Europe,"mystery, crime, survival",Festival Selection,New Releases,2023-12-06,A drama movie produced in United States.
CNT-007371,Sci-Fi Legacy 7371,Movie,United States,English,1997,TV-G,Sci-Fi,88,,,Netflix Studios,Red Oak,Licensed,2026-09-17,66,54,5981881,49,5426683,APAC,"love, history, survival",Emmy Winner,Family Picks,2024-02-06,A sci-fi movie produced in United States.
CNT-007372,Animation Chronicles 7372,TV Show,United States,English,1994,TV-MA,Animation,39,5,30,Toei,North Star,Original,2027-08-28,71,83,16862473,97,1310086,Global,"mystery, friendship, history",BAFTA,Trending Now,2025-02-25,A animation tv show produced in United States.
CNT-007373,Comedy Legacy 7373,Movie,United Kingdom,English,2009,PG,Comedy,92,,,Toei,Blue Sky,Exclusive,2029-12-13,99,47,9329464,75,1880228,LATAM,"history, sports, survival",Festival Selection,,2025-09-18,A comedy movie produced in United Kingdom.
CNT-007374,Crime Chronicles 7374,TV Show,Brazil,Portuguese,2004,R,Crime,40,7,49,Warner,Red Oak,Exclusive,2025-02-13,60,77,14173212,65,6419606,APAC,"sports, mystery, crime",Oscar Winner,Award Winners,2023-07-08,A crime tv show produced in Brazil.
CNT-007375,Drama Chronicles 7375,TV Show,United States,English,2002,PG-13,Drama,37,5,55,Toei,Sunrise,Original,2027-06-12,93,86,1853922,98,14304354,North America,"space, history, crime",Festival Selection,New Releases,2023-07-27,A drama tv show produced in United States.
CNT-007376,Documentary Chronicles 7376,TV Show,India,Hindi,1991,R,Documentary,49,6,66,Disney,North Star,Original,2027-04-18,97,83,13496357,96,11889931,North America,"survival, family, friendship",BAFTA,,2024-12-19,A documentary tv show produced in India.
CNT-007377,Family Legacy 7377,Movie,United States,English,2015,PG-13,Family,117,,,BBC,North Star,Licensed,2026-02-10,89,64,2394718,75,10534445,Europe,"space, family, love",None,New Releases,2024-12-11,A family movie produced in United States.
CNT-007378,Drama Legacy 7378,Movie,United States,English,1993,PG-13,Drama,168,,,Toei,Blue Sky,Original,2030-12-28,97,90,9760039,60,13264930,APAC,"mystery, history, survival",None,,2026-04-16,A drama movie produced in United States.
CNT-007379,Drama Chronicles 7379,TV Show,India,Hindi,2022,PG-13,Drama,25,6,60,TV Tokyo,Global Media,Original,2027-11-09,89,92,13885251,91,13647052,LATAM,"crime, friendship, family",BAFTA,New Releases,2025-08-18,A drama tv show produced in India.
CNT-007380,Romance Legacy 7380,Movie,France,French,2016,TV-MA,Romance,81,,,CJ ENM,Blue Sky,Exclusive,2026-12-13,79,89,2903023,52,4978208,Europe,"sports, crime, history",Emmy Winner,Award Winners,2023-02-06,A romance movie produced in France.
CNT-007381,Horror Legacy 7381,Movie,South Korea,Korean,2004,PG,Horror,125,,,Sony,Blue Sky,Original,2028-04-05,71,71,4793044,60,6492847,LATAM,"family, friendship, love",Emmy Winner,Hidden Gems,2024-10-19,A horror movie produced in South Korea.
CNT-007382,Action Chronicles 7382,TV Show,United States,English,2003,TV-PG,Action,40,8,56,CJ ENM,Global Media,Licensed,2028-03-20,67,58,15133599,72,13414991,North America,"mystery, space, survival",Emmy Winner,,2024-10-11,A action tv show produced in United States.
CNT-007383,Comedy Legacy 7383,Movie,France,French,2002,G,Comedy,169,,,BBC,Global Media,Original,2025-04-27,80,55,214355,53,4096492,Global,"mystery, survival, friendship",Oscar Winner,Trending Now,2024-03-30,A comedy movie produced in France.
CNT-007384,Drama Chronicles 7384,TV Show,United States,English,1994,PG-13,Drama,52,1,9,Sony,VisionWorks,Exclusive,2027-03-06,86,75,1833564,73,6995824,APAC,"friendship, survival, love",Emmy Winner,Family Picks,2024-09-13,A drama tv show produced in United States.
CNT-007385,Crime Legacy 7385,Movie,India,Hindi,1995,PG-13,Crime,165,,,Sony,North Star,Original,2027-10-29,98,57,8779011,69,12650591,North America,"friendship, crime, space",None,Family Picks,2026-06-21,A crime movie produced in India.
CNT-007386,Action Chronicles 7386,TV Show,United States,English,1994,R,Action,53,8,64,Disney,North Star,Licensed,2025-07-21,57,70,8616454,79,14614931,Global,"family, sports, friendship",Festival Selection,Family Picks,2023-12-20,A action tv show produced in United States.
CNT-007387,Fantasy Chronicles 7387,TV Show,United States,English,2025,PG-13,Fantasy,56,2,24,Warner,VisionWorks,Licensed,2027-08-10,99,78,15284973,89,8946207,Global,"love, space, survival",Festival Selection,Award Winners,2026-03-28,A fantasy tv show produced in United States.
CNT-007388,Reality Legacy 7388,Movie,United States,English,1996,PG,Reality,112,,,BBC,Red Oak,Exclusive,2029-08-28,95,68,1771318,93,859477,Europe,"crime, space, history",None,Trending Now,2026-02-04,A reality movie produced in United States.
CNT-007389,Family Chronicles 7389,TV Show,United States,English,2016,TV-G,Family,37,4,28,BBC,VisionWorks,Licensed,2029-11-15,60,94,10373800,65,9029923,APAC,"family, survival, space",Festival Selection,New Releases,2026-06-06,A family tv show produced in United States.
